Constellation,Epoch,Satellite_ID,X,Y,Z,vX,vY,vZ
CENTISPACE,2025-03-31 12:35:00,90047,5922.886566929728,-4551.228394308216,1763.7391931032253,3.2118834026096565,5.497661756134418,3.3836127728930325
CENTISPACE,2025-03-31 12:35:30,90047,6106.09254453115,-4214.31534728629,1963.8418461705696,2.893363184927819,5.729768488632565,3.284687265590561
CENTISPACE,2025-03-31 12:36:00,90047,6269.906294650687,-3864.0181170312326,2157.6935852554557,2.56564881158427,5.943681759992487,3.175304903824363
CENTISPACE,2025-03-31 12:36:30,90047,6413.807306853809,-3501.449048140147,2344.6772883392177,2.2297828625116067,6.138720398566168,3.0558142569557845
CENTISPACE,2025-03-31 12:37:00,90047,6537.338419796492,-3127.7595548356094,2524.1977225823234,1.8868337956677494,6.314263605091955,2.926596195089188
CENTISPACE,2025-03-31 12:37:30,90047,6640.1072703803175,-2744.1364387166336,2695.683445468634,1.537892485493126,6.469752910972708,2.788062636356614
CENTISPACE,2025-03-31 12:38:00,90047,6721.787533197157,-2351.7980952942194,2858.5886277879385,1.1840686973261743,6.604693926018487,2.6406551952966772
CENTISPACE,2025-03-31 12:38:30,90047,6782.119946808999,-1951.9906220751764,3012.3947926770343,0.8264875105982725,6.718657871569493,2.48484373794561
CENTISPACE,2025-03-31 12:39:00,90047,6820.913124174449,-1545.9838411758815,3156.612465284071,0.4662857034717336,6.81128289590013,2.321124849481269
CENTISPACE,2025-03-31 12:39:30,90047,6838.044145288398,-1135.0672496049624,3290.782727979157,0.10460811135020538,6.8822751697419235,2.1500202204271006
CENTISPACE,2025-03-31 12:40:00,90047,6833.458930839402,-720.5459104585085,3414.478676400864,-0.25739602860447264,6.931409760639605,1.9720749575377443
CENTISPACE,2025-03-31 12:40:30,90047,6807.1723964080375,-303.73629832258393,3527.3067720016434,-0.6185767351623035,6.958531285664827,1.7878558255531598
CENTISPACE,2025-03-31 12:41:00,90047,6759.268387425651,114.03788781633169,3628.908087130858,-0.9777869315183036,6.963554342749016,1.5979494260310545
CENTISPACE,2025-03-31 12:41:30,90047,6689.899395784951,531.4499308880648,3718.9594390698644,-1.3338860735908844,6.946463721559397,1.4029603194538376
CENTISPACE,2025-03-31 12:42:00,90047,6599.285991817613,947.1745859986368,3797.174458229385,-1.6857439818139046,6.90731436180567,1.2035089616635362
CENTISPACE,2025-03-31 12:42:30,90047,6487.716366795983,1359.8911716729494,3863.3042889630124,-2.0322434566971617,6.846231248091949,1.0002302689425846
CENTISPACE,2025-03-31 12:43:00,90047,6355.545041333871,1768.2894291003295,3917.1386876005085,-2.3722852014783915,6.763408812837888,0.793770803475023
CENTISPACE,2025-03-31 12:43:30,90047,6203.191959062451,2171.072557491267,3958.5064659183186,-2.70479032048729,6.659110375511006,0.5847872617800918
CENTISPACE,2025-03-31 12:44:00,90047,6031.141092975873,2566.961600722015,3987.2760855264364,-3.0287039333407315,6.533667264302289,0.3739442716293538
CENTISPACE,2025-03-31 12:44:30,90047,5839.938905142083,2954.699496804537,4003.3560709374538,-3.342998473909672,6.387477751697018,0.1619123002212934
CENTISPACE,2025-03-31 12:45:00,90047,5630.192611065167,3333.0550573807195,4006.6952966697813,-3.6466769030348196,6.221005788811193,-0.05063445299510171
CENTISPACE,2025-03-31 12:45:30,90047,5402.568254101434,3700.826865339339,3997.2831476456067,-3.9387758268415545,6.034779542430009,-0.2630201732731961
CENTISPACE,2025-03-31 12:46:00,90047,5157.788595832255,4056.847078843235,3975.1495524676047,-4.218368512655974,5.829389738916721,-0.47456955173537
CENTISPACE,2025-03-31 12:46:30,90047,4896.6308287678385,4399.985130319629,3940.364889488881,-4.484567794690882,5.605487819383261,-0.6846099052128628
CENTISPACE,2025-03-31 12:47:00,90047,4619.924118221068,4729.151309236638,3893.0397659191776,-4.736528861797714,5.3637839107532725,-0.8924732892128213
CENTISPACE,2025-03-31 12:47:30,90047,4328.546980658296,5043.300217764487,3833.3246705421957,-4.973451919674512,5.1050446176211075,-1.097498598432471
CENTISPACE,2025-03-31 12:48:00,90047,4023.424506232344,5341.434088778883,3761.4095009397693,-5.194584720047016,4.830090640060873,-1.299033649229316
CENTISPACE,2025-03-31 12:48:30,90047,3705.525433801867,5622.605955822982,3677.5229664864073,-5.399224949293704,4.53979422301503,-1.4964372382842324
CENTISPACE,2025-03-31 12:49:00,90047,3375.859086960769,5885.922665232117,3581.9318686747565,-5.586722469249668,4.235076443083046,-1.6890811717731995
CENTISPACE,2025-03-31 12:49:30,90047,3035.472180247061,6130.547720764577,3474.9402607214015,-5.756481402843507,3.9169043391551006,-1.876352259126984
CENTISPACE,2025-03-31 12:50:00,90047,2685.4455050222723,6355.7039516018785,3356.888488735782,-5.907962057433763,3.5862878937325453,-2.057654265447051
CENTISPACE,2025-03-31 12:50:30,90047,2326.8905049732325,6560.6759949693,3228.1521171030454,-6.040682678835732,3.2442768723552513,-2.232409816533425
CENTISPACE,2025-03-31 12:51:00,90047,1960.9457515987274,6744.812585093247,3089.1407410979223,-6.154221029234761,2.8919575291479735,-2.400062250407585
CENTISPACE,2025-03-31 12:51:30,90047,1588.7733304472024,6907.528640709497,2940.2966901194736,-6.2482157824408,2.5304491871383052,-2.560077409155501
CENTISPACE,2025-03-31 12:52:00,90047,1211.555149253802,7048.307143875609,2782.0936253109494,-6.322367730265332,2.1609007026698244,-2.711945364886265
CENTISPACE,2025-03-31 12:52:30,90047,830.489179488543,7166.700803420067,2615.0350357056413,-6.376440794200596,1.784486823931777,-2.8551820736037925
CENTISPACE,2025-03-31 12:53:00,90047,446.7856431630916,7262.333496983685,2439.652637414222,-6.410262837059426,1.402404454335147,-2.9893309508318042
